"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CPI","TOT","AGRWTH","A","1950",8.695652,
"AUS","CPI","TOT","AGRWTH","A","1951",19.42857,
"AUS","CPI","TOT","AGRWTH","A","1952",17.22488,
"AUS","CPI","TOT","AGRWTH","A","1953",4.489796,
"AUS","CPI","TOT","AGRWTH","A","1954",1.5625,
"AUS","CPI","TOT","AGRWTH","A","1955",1.538462,
"AUS","CPI","TOT","AGRWTH","A","1956",5.681818,
"AUS","CPI","TOT","AGRWTH","A","1957",2.867383,
"AUS","CPI","TOT","AGRWTH","A","1958",0.6968641,
"AUS","CPI","TOT","AGRWTH","A","1959",2.076125,
"AUS","CPI","TOT","AGRWTH","A","1960",3.728814,
"AUS","CPI","TOT","AGRWTH","A","1961",2.287582,
"AUS","CPI","TOT","AGRWTH","A","1962",-0.3194888,
"AUS","CPI","TOT","AGRWTH","A","1963",0.6410257,
"AUS","CPI","TOT","AGRWTH","A","1964",2.866242,
"AUS","CPI","TOT","AGRWTH","A","1965",3.405573,
"AUS","CPI","TOT","AGRWTH","A","1966",3.293413,
"AUS","CPI","TOT","AGRWTH","A","1967",3.478261,
"AUS","CPI","TOT","AGRWTH","A","1968",2.521008,
"AUS","CPI","TOT","AGRWTH","A","1969",3.278688,
"AUS","CPI","TOT","AGRWTH","A","1970",3.439153,
"AUS","CPI","TOT","AGRWTH","A","1971",6.138107,
"AUS","CPI","TOT","AGRWTH","A","1972",6.024096,
"AUS","CPI","TOT","AGRWTH","A","1973",9.090909,
"AUS","CPI","TOT","AGRWTH","A","1974",15.41667,
"AUS","CPI","TOT","AGRWTH","A","1975",15.16245,
"AUS","CPI","TOT","AGRWTH","A","1976",13.32288,
"AUS","CPI","TOT","AGRWTH","A","1977",12.30982,
"AUS","CPI","TOT","AGRWTH","A","1978",8.004926,
"AUS","CPI","TOT","AGRWTH","A","1979",9.122006,
"AUS","CPI","TOT","AGRWTH","A","1980",10.13584,
"AUS","CPI","TOT","AGRWTH","A","1981",9.487666,
"AUS","CPI","TOT","AGRWTH","A","1982",11.35182,
"AUS","CPI","TOT","AGRWTH","A","1983",10.03891,
"AUS","CPI","TOT","AGRWTH","A","1984",3.960396,
"AUS","CPI","TOT","AGRWTH","A","1985",6.734694,
"AUS","CPI","TOT","AGRWTH","A","1986",9.05035,
"AUS","CPI","TOT","AGRWTH","A","1987",8.533022,
"AUS","CPI","TOT","AGRWTH","A","1988",7.21594,
"AUS","CPI","TOT","AGRWTH","A","1989",7.533903,
"AUS","CPI","TOT","AGRWTH","A","1990",7.333022,
"AUS","CPI","TOT","AGRWTH","A","1991",3.176675,
"AUS","CPI","TOT","AGRWTH","A","1992",1.012231,
"AUS","CPI","TOT","AGRWTH","A","1993",1.753653,
"AUS","CPI","TOT","AGRWTH","A","1994",1.969635,
"AUS","CPI","TOT","AGRWTH","A","1995",4.627767,
"AUS","CPI","TOT","AGRWTH","A","1996",2.615385,
"AUS","CPI","TOT","AGRWTH","A","1997",0.2248875,
"AUS","CPI","TOT","AGRWTH","A","1998",0.8601346,
"AUS","CPI","TOT","AGRWTH","A","1999",1.483129,
"AUS","CPI","TOT","AGRWTH","A","2000",4.457435,
"AUS","CPI","TOT","AGRWTH","A","2001",4.407135,
"AUS","CPI","TOT","AGRWTH","A","2002",2.981575,
"AUS","CPI","TOT","AGRWTH","A","2003",2.732596,
"AUS","CPI","TOT","AGRWTH","A","2004",2.343255,
"AUS","CPI","TOT","AGRWTH","A","2005",2.691832,
"AUS","CPI","TOT","AGRWTH","A","2006",3.555288,
"AUS","CPI","TOT","AGRWTH","A","2007",2.327611,
"AUS","CPI","TOT","AGRWTH","A","2008",4.350298,
"AUS","CPI","TOT","AGRWTH","A","2009",1.771117,
"AUS","CPI","TOT","AGRWTH","A","2010",2.91834,
"AUS","CPI","TOT","AGRWTH","A","2011",3.30385,
"AUS","CPI","TOT","AGRWTH","A","2012",1.76278,
"AUS","CPI","TOT","AGRWTH","A","2013",2.449889,
"AUS","CPI","TOT","AGRWTH","A","2014",2.487923,
"AUS","CPI","TOT","AGRWTH","A","2015",1.508367,
"AUS","CPI","TOT","AGRWTH","A","2016",1.276991,
"AUS","CPI","TOT","AGRWTH","A","2017",1.948647,
"AUS","CPI","TOT","AGRWTH","A","2018",1.911401,
"AUS","CPI","TOT","AGRWTH","A","2019",1.610768,
"AUS","CPI","TOT","AGRWTH","A","2020",0.8469055,
"AUT","CPI","TOT","AGRWTH","A","1959",1.075,
"AUT","CPI","TOT","AGRWTH","A","1960",1.94575,
"AUT","CPI","TOT","AGRWTH","A","1961",3.542256,
"AUT","CPI","TOT","AGRWTH","A","1962",4.381785,
"AUT","CPI","TOT","AGRWTH","A","1963",2.70877,
"AUT","CPI","TOT","AGRWTH","A","1964",3.868571,
"AUT","CPI","TOT","AGRWTH","A","1965",4.930911,
"AUT","CPI","TOT","AGRWTH","A","1966",2.054821,
"AUT","CPI","TOT","AGRWTH","A","1967",3.974669,
"AUT","CPI","TOT","AGRWTH","A","1968",2.764866,
"AUT","CPI","TOT","AGRWTH","A","1969",3.080402,
"AUT","CPI","TOT","AGRWTH","A","1970",4.372826,
"AUT","CPI","TOT","AGRWTH","A","1971",4.704262,
"AUT","CPI","TOT","AGRWTH","A","1972",6.355141,
"AUT","CPI","TOT","AGRWTH","A","1973",7.531081,
"AUT","CPI","TOT","AGRWTH","A","1974",9.521791,
"AUT","CPI","TOT","AGRWTH","A","1975",8.445255,
"AUT","CPI","TOT","AGRWTH","A","1976",7.318689,
"AUT","CPI","TOT","AGRWTH","A","1977",5.49461,
"AUT","CPI","TOT","AGRWTH","A","1978",3.574322,
"AUT","CPI","TOT","AGRWTH","A","1979",3.707406,
"AUT","CPI","TOT","AGRWTH","A","1980",6.328318,
"AUT","CPI","TOT","AGRWTH","A","1981",6.803043,
"AUT","CPI","TOT","AGRWTH","A","1982",5.436026,
"AUT","CPI","TOT","AGRWTH","A","1983",3.339167,
"AUT","CPI","TOT","AGRWTH","A","1984",5.663189,
"AUT","CPI","TOT","AGRWTH","A","1985",3.189511,
"AUT","CPI","TOT","AGRWTH","A","1986",1.705446,
"AUT","CPI","TOT","AGRWTH","A","1987",1.401955,
"AUT","CPI","TOT","AGRWTH","A","1988",1.91572,
"AUT","CPI","TOT","AGRWTH","A","1989",2.568347,
"AUT","CPI","TOT","AGRWTH","A","1990",3.261872,
"AUT","CPI","TOT","AGRWTH","A","1991",3.337426,
"AUT","CPI","TOT","AGRWTH","A","1992",4.020847,
"AUT","CPI","TOT","AGRWTH","A","1993",3.631786,
"AUT","CPI","TOT","AGRWTH","A","1994",2.953407,
"AUT","CPI","TOT","AGRWTH","A","1995",2.243364,
"AUT","CPI","TOT","AGRWTH","A","1996",1.860974,
"AUT","CPI","TOT","AGRWTH","A","1997",1.305983,
"AUT","CPI","TOT","AGRWTH","A","1998",0.9224669,
"AUT","CPI","TOT","AGRWTH","A","1999",0.5689865,
"AUT","CPI","TOT","AGRWTH","A","2000",2.344868,
"AUT","CPI","TOT","AGRWTH","A","2001",2.65,
"AUT","CPI","TOT","AGRWTH","A","2002",1.810359,
"AUT","CPI","TOT","AGRWTH","A","2003",1.355554,
"AUT","CPI","TOT","AGRWTH","A","2004",2.061207,
"AUT","CPI","TOT","AGRWTH","A","2005",2.299138,
"AUT","CPI","TOT","AGRWTH","A","2006",1.441547,
"AUT","CPI","TOT","AGRWTH","A","2007",2.168556,
"AUT","CPI","TOT","AGRWTH","A","2008",3.215951,
"AUT","CPI","TOT","AGRWTH","A","2009",0.5063094,
"AUT","CPI","TOT","AGRWTH","A","2010",1.813532,
"AUT","CPI","TOT","AGRWTH","A","2011",3.286583,
"AUT","CPI","TOT","AGRWTH","A","2012",2.485675,
"AUT","CPI","TOT","AGRWTH","A","2013",2.000158,
"AUT","CPI","TOT","AGRWTH","A","2014",1.605806,
"AUT","CPI","TOT","AGRWTH","A","2015",0.8965653,
"AUT","CPI","TOT","AGRWTH","A","2016",0.8915924,
"AUT","CPI","TOT","AGRWTH","A","2017",2.081269,
"AUT","CPI","TOT","AGRWTH","A","2018",1.998382,
"AUT","CPI","TOT","AGRWTH","A","2019",1.530896,
"AUT","CPI","TOT","AGRWTH","A","2020",1.381909,
"BEL","CPI","TOT","AGRWTH","A","1956",2.818881,
"BEL","CPI","TOT","AGRWTH","A","1957",3.167712,
"BEL","CPI","TOT","AGRWTH","A","1958",1.288965,
"BEL","CPI","TOT","AGRWTH","A","1959",1.229477,
"BEL","CPI","TOT","AGRWTH","A","1960",0.2994558,
"BEL","CPI","TOT","AGRWTH","A","1961",0.99268,
"BEL","CPI","TOT","AGRWTH","A","1962",1.404604,
"BEL","CPI","TOT","AGRWTH","A","1963",2.148015,
"BEL","CPI","TOT","AGRWTH","A","1964",4.168749,
"BEL","CPI","TOT","AGRWTH","A","1965",4.065199,
"BEL","CPI","TOT","AGRWTH","A","1966",4.174351,
"BEL","CPI","TOT","AGRWTH","A","1967",2.730299,
"BEL","CPI","TOT","AGRWTH","A","1968",2.701455,
"BEL","CPI","TOT","AGRWTH","A","1969",3.753992,
"BEL","CPI","TOT","AGRWTH","A","1970",3.90847,
"BEL","CPI","TOT","AGRWTH","A","1971",4.343628,
"BEL","CPI","TOT","AGRWTH","A","1972",5.448432,
"BEL","CPI","TOT","AGRWTH","A","1973",6.955278,
"BEL","CPI","TOT","AGRWTH","A","1974",12.67789,
"BEL","CPI","TOT","AGRWTH","A","1975",12.7682,
"BEL","CPI","TOT","AGRWTH","A","1976",9.068606,
"BEL","CPI","TOT","AGRWTH","A","1977",7.095997,
"BEL","CPI","TOT","AGRWTH","A","1978",4.470595,
"BEL","CPI","TOT","AGRWTH","A","1979",4.469084,
"BEL","CPI","TOT","AGRWTH","A","1980",6.64869,
"BEL","CPI","TOT","AGRWTH","A","1981",7.627487,
"BEL","CPI","TOT","AGRWTH","A","1982",8.726549,
"BEL","CPI","TOT","AGRWTH","A","1983",7.66161,
"BEL","CPI","TOT","AGRWTH","A","1984",6.341776,
"BEL","CPI","TOT","AGRWTH","A","1985",4.86873,
"BEL","CPI","TOT","AGRWTH","A","1986",1.294371,
"BEL","CPI","TOT","AGRWTH","A","1987",1.55338,
"BEL","CPI","TOT","AGRWTH","A","1988",1.160936,
"BEL","CPI","TOT","AGRWTH","A","1989",3.107053,
"BEL","CPI","TOT","AGRWTH","A","1990",3.44831,
"BEL","CPI","TOT","AGRWTH","A","1991",3.215311,
"BEL","CPI","TOT","AGRWTH","A","1992",2.427956,
"BEL","CPI","TOT","AGRWTH","A","1993",2.754426,
"BEL","CPI","TOT","AGRWTH","A","1994",2.377545,
"BEL","CPI","TOT","AGRWTH","A","1995",1.467961,
"BEL","CPI","TOT","AGRWTH","A","1996",2.077025,
"BEL","CPI","TOT","AGRWTH","A","1997",1.62816,
"BEL","CPI","TOT","AGRWTH","A","1998",0.9492503,
"BEL","CPI","TOT","AGRWTH","A","1999",1.120848,
"BEL","CPI","TOT","AGRWTH","A","2000",2.544518,
"BEL","CPI","TOT","AGRWTH","A","2001",2.469258,
"BEL","CPI","TOT","AGRWTH","A","2002",1.645214,
"BEL","CPI","TOT","AGRWTH","A","2003",1.588964,
"BEL","CPI","TOT","AGRWTH","A","2004",2.097283,
"BEL","CPI","TOT","AGRWTH","A","2005",2.781433,
"BEL","CPI","TOT","AGRWTH","A","2006",1.791208,
"BEL","CPI","TOT","AGRWTH","A","2007",1.823056,
"BEL","CPI","TOT","AGRWTH","A","2008",4.489444,
"BEL","CPI","TOT","AGRWTH","A","2009",-0.05314567,
"BEL","CPI","TOT","AGRWTH","A","2010",2.189299,
"BEL","CPI","TOT","AGRWTH","A","2011",3.532082,
"BEL","CPI","TOT","AGRWTH","A","2012",2.839664,
"BEL","CPI","TOT","AGRWTH","A","2013",1.113096,
"BEL","CPI","TOT","AGRWTH","A","2014",0.3400028,
"BEL","CPI","TOT","AGRWTH","A","2015",0.5614291,
"BEL","CPI","TOT","AGRWTH","A","2016",1.973853,
"BEL","CPI","TOT","AGRWTH","A","2017",2.125971,
"BEL","CPI","TOT","AGRWTH","A","2018",2.053165,
"BEL","CPI","TOT","AGRWTH","A","2019",1.43682,
"BEL","CPI","TOT","AGRWTH","A","2020",0.7407918,
"CAN","CPI","TOT","AGRWTH","A","1950",2.673064,
"CAN","CPI","TOT","AGRWTH","A","1951",10.5474,
"CAN","CPI","TOT","AGRWTH","A","1952",2.596618,
"CAN","CPI","TOT","AGRWTH","A","1953",-1.000589,
"CAN","CPI","TOT","AGRWTH","A","1954",0.6539834,
"CAN","CPI","TOT","AGRWTH","A","1955",0.1772002,
"CAN","CPI","TOT","AGRWTH","A","1956",1.356132,
"CAN","CPI","TOT","AGRWTH","A","1957",3.315881,
"CAN","CPI","TOT","AGRWTH","A","1958",2.364865,
"CAN","CPI","TOT","AGRWTH","A","1959",1.210121,
"CAN","CPI","TOT","AGRWTH","A","1960",1.358696,
"CAN","CPI","TOT","AGRWTH","A","1961",1.018767,
"CAN","CPI","TOT","AGRWTH","A","1962",1.061571,
"CAN","CPI","TOT","AGRWTH","A","1963",1.628151,
"CAN","CPI","TOT","AGRWTH","A","1964",1.912145,
"CAN","CPI","TOT","AGRWTH","A","1965",2.332657,
"CAN","CPI","TOT","AGRWTH","A","1966",3.815659,
"CAN","CPI","TOT","AGRWTH","A","1967",3.579952,
"CAN","CPI","TOT","AGRWTH","A","1968",4.0553,
"CAN","CPI","TOT","AGRWTH","A","1969",4.561559,
"CAN","CPI","TOT","AGRWTH","A","1970",3.34604,
"CAN","CPI","TOT","AGRWTH","A","1971",2.704918,
"CAN","CPI","TOT","AGRWTH","A","1972",4.988029,
"CAN","CPI","TOT","AGRWTH","A","1973",7.487647,
"CAN","CPI","TOT","AGRWTH","A","1974",10.99717,
"CAN","CPI","TOT","AGRWTH","A","1975",10.67219,
"CAN","CPI","TOT","AGRWTH","A","1976",7.541739,
"CAN","CPI","TOT","AGRWTH","A","1977",7.976445,
"CAN","CPI","TOT","AGRWTH","A","1978",8.973723,
"CAN","CPI","TOT","AGRWTH","A","1979",9.144677,
"CAN","CPI","TOT","AGRWTH","A","1980",10.12922,
"CAN","CPI","TOT","AGRWTH","A","1981",12.47161,
"CAN","CPI","TOT","AGRWTH","A","1982",10.76897,
"CAN","CPI","TOT","AGRWTH","A","1983",5.863588,
"CAN","CPI","TOT","AGRWTH","A","1984",4.304778,
"CAN","CPI","TOT","AGRWTH","A","1985",3.962031,
"CAN","CPI","TOT","AGRWTH","A","1986",4.194786,
"CAN","CPI","TOT","AGRWTH","A","1987",4.356109,
"CAN","CPI","TOT","AGRWTH","A","1988",4.028234,
"CAN","CPI","TOT","AGRWTH","A","1989",4.983622,
"CAN","CPI","TOT","AGRWTH","A","1990",4.780477,
"CAN","CPI","TOT","AGRWTH","A","1991",5.625864,
"CAN","CPI","TOT","AGRWTH","A","1992",1.490133,
"CAN","CPI","TOT","AGRWTH","A","1993",1.865079,
"CAN","CPI","TOT","AGRWTH","A","1994",0.1655629,
"CAN","CPI","TOT","AGRWTH","A","1995",2.14876,
"CAN","CPI","TOT","AGRWTH","A","1996",1.570531,
"CAN","CPI","TOT","AGRWTH","A","1997",1.621216,
"CAN","CPI","TOT","AGRWTH","A","1998",0.9959425,
"CAN","CPI","TOT","AGRWTH","A","1999",1.734843,
"CAN","CPI","TOT","AGRWTH","A","2000",2.71944,
"CAN","CPI","TOT","AGRWTH","A","2001",2.52512,
"CAN","CPI","TOT","AGRWTH","A","2002",2.258394,
"CAN","CPI","TOT","AGRWTH","A","2003",2.758563,
"CAN","CPI","TOT","AGRWTH","A","2004",1.857259,
"CAN","CPI","TOT","AGRWTH","A","2005",2.213552,
"CAN","CPI","TOT","AGRWTH","A","2006",2.002025,
"CAN","CPI","TOT","AGRWTH","A","2007",2.138384,
"CAN","CPI","TOT","AGRWTH","A","2008",2.370271,
"CAN","CPI","TOT","AGRWTH","A","2009",0.2994668,
"CAN","CPI","TOT","AGRWTH","A","2010",1.776872,
"CAN","CPI","TOT","AGRWTH","A","2011",2.912135,
"CAN","CPI","TOT","AGRWTH","A","2012",1.515678,
"CAN","CPI","TOT","AGRWTH","A","2013",0.9382919,
"CAN","CPI","TOT","AGRWTH","A","2014",1.906636,
"CAN","CPI","TOT","AGRWTH","A","2015",1.125241,
"CAN","CPI","TOT","AGRWTH","A","2016",1.42876,
"CAN","CPI","TOT","AGRWTH","A","2017",1.596884,
"CAN","CPI","TOT","AGRWTH","A","2018",2.268226,
"CAN","CPI","TOT","AGRWTH","A","2019",1.949269,
"CAN","CPI","TOT","AGRWTH","A","2020",0.7169997,
"CZE","CPI","TOT","AGRWTH","A","1992",11.0865,
"CZE","CPI","TOT","AGRWTH","A","1993",20.81303,
"CZE","CPI","TOT","AGRWTH","A","1994",10.03942,
"CZE","CPI","TOT","AGRWTH","A","1995",8.990531,
"CZE","CPI","TOT","AGRWTH","A","1996",8.758775,
"CZE","CPI","TOT","AGRWTH","A","1997",8.596157,
"CZE","CPI","TOT","AGRWTH","A","1998",10.69837,
"CZE","CPI","TOT","AGRWTH","A","1999",2.135448,
"CZE","CPI","TOT","AGRWTH","A","2000",3.775388,
"CZE","CPI","TOT","AGRWTH","A","2001",4.662675,
"CZE","CPI","TOT","AGRWTH","A","2002",1.902981,
"CZE","CPI","TOT","AGRWTH","A","2003",0.1187392,
"CZE","CPI","TOT","AGRWTH","A","2004",2.760108,
"CZE","CPI","TOT","AGRWTH","A","2005",1.857098,
"CZE","CPI","TOT","AGRWTH","A","2006",2.533993,
"CZE","CPI","TOT","AGRWTH","A","2007",2.853124,
"CZE","CPI","TOT","AGRWTH","A","2008",6.358664,
"CZE","CPI","TOT","AGRWTH","A","2009",1.019377,
"CZE","CPI","TOT","AGRWTH","A","2010",1.472727,
"CZE","CPI","TOT","AGRWTH","A","2011",1.917219,
"CZE","CPI","TOT","AGRWTH","A","2012",3.287623,
"CZE","CPI","TOT","AGRWTH","A","2013",1.438298,
"CZE","CPI","TOT","AGRWTH","A","2014",0.3439886,
"CZE","CPI","TOT","AGRWTH","A","2015",0.3093646,
"CZE","CPI","TOT","AGRWTH","A","2016",0.6835042,
"CZE","CPI","TOT","AGRWTH","A","2017",2.450534,
"CZE","CPI","TOT","AGRWTH","A","2018",2.149495,
"CZE","CPI","TOT","AGRWTH","A","2019",2.847876,
"CZE","CPI","TOT","AGRWTH","A","2020",3.161295,
"DNK","CPI","TOT","AGRWTH","A","1967",7.695135,
"DNK","CPI","TOT","AGRWTH","A","1968",8.005187,
"DNK","CPI","TOT","AGRWTH","A","1969",3.487931,
"DNK","CPI","TOT","AGRWTH","A","1970",6.514837,
"DNK","CPI","TOT","AGRWTH","A","1971",5.869877,
"DNK","CPI","TOT","AGRWTH","A","1972",6.562348,
"DNK","CPI","TOT","AGRWTH","A","1973",9.303389,
"DNK","CPI","TOT","AGRWTH","A","1974",15.2752,
"DNK","CPI","TOT","AGRWTH","A","1975",9.605614,
"DNK","CPI","TOT","AGRWTH","A","1976",9.010302,
"DNK","CPI","TOT","AGRWTH","A","1977",10.92224,
"DNK","CPI","TOT","AGRWTH","A","1978",10.21365,
"DNK","CPI","TOT","AGRWTH","A","1979",9.611055,
"DNK","CPI","TOT","AGRWTH","A","1980",12.30532,
"DNK","CPI","TOT","AGRWTH","A","1981",11.76739,
"DNK","CPI","TOT","AGRWTH","A","1982",10.12082,
"DNK","CPI","TOT","AGRWTH","A","1983",6.908229,
"DNK","CPI","TOT","AGRWTH","A","1984",6.290782,
"DNK","CPI","TOT","AGRWTH","A","1985",4.678746,
"DNK","CPI","TOT","AGRWTH","A","1986",3.678187,
"DNK","CPI","TOT","AGRWTH","A","1987",4.01999,
"DNK","CPI","TOT","AGRWTH","A","1988",4.535135,
"DNK","CPI","TOT","AGRWTH","A","1989",4.772727,
"DNK","CPI","TOT","AGRWTH","A","1990",2.6416,
"DNK","CPI","TOT","AGRWTH","A","1991",2.395153,
"DNK","CPI","TOT","AGRWTH","A","1992",2.096042,
"DNK","CPI","TOT","AGRWTH","A","1993",1.257862,
"DNK","CPI","TOT","AGRWTH","A","1994",1.992014,
"DNK","CPI","TOT","AGRWTH","A","1995",2.083605,
"DNK","CPI","TOT","AGRWTH","A","1996",2.1263,
"DNK","CPI","TOT","AGRWTH","A","1997",2.182167,
"DNK","CPI","TOT","AGRWTH","A","1998",1.845651,
"DNK","CPI","TOT","AGRWTH","A","1999",2.497795,
"DNK","CPI","TOT","AGRWTH","A","2000",2.903277,
"DNK","CPI","TOT","AGRWTH","A","2001",2.337875,
"DNK","CPI","TOT","AGRWTH","A","2002",2.424437,
"DNK","CPI","TOT","AGRWTH","A","2003",2.075078,
"DNK","CPI","TOT","AGRWTH","A","2004",1.154357,
"DNK","CPI","TOT","AGRWTH","A","2005",1.817815,
"DNK","CPI","TOT","AGRWTH","A","2006",1.924221,
"DNK","CPI","TOT","AGRWTH","A","2007",1.693266,
"DNK","CPI","TOT","AGRWTH","A","2008",3.416268,
"DNK","CPI","TOT","AGRWTH","A","2009",1.30471,
"DNK","CPI","TOT","AGRWTH","A","2010",2.310924,
"DNK","CPI","TOT","AGRWTH","A","2011",2.758682,
"DNK","CPI","TOT","AGRWTH","A","2012",2.397915,
"DNK","CPI","TOT","AGRWTH","A","2013",0.7890718,
"DNK","CPI","TOT","AGRWTH","A","2014",0.5640205,
"DNK","CPI","TOT","AGRWTH","A","2015",0.4520341,
"DNK","CPI","TOT","AGRWTH","A","2016",0.25,
"DNK","CPI","TOT","AGRWTH","A","2017",1.147132,
"DNK","CPI","TOT","AGRWTH","A","2018",0.8136095,
"DNK","CPI","TOT","AGRWTH","A","2019",0.7581316,
"DNK","CPI","TOT","AGRWTH","A","2020",0.420712,
"FIN","CPI","TOT","AGRWTH","A","1956",11.6513,
"FIN","CPI","TOT","AGRWTH","A","1957",11.26126,
"FIN","CPI","TOT","AGRWTH","A","1958",5.818846,
"FIN","CPI","TOT","AGRWTH","A","1959",1.451613,
"FIN","CPI","TOT","AGRWTH","A","1960",3.418124,
"FIN","CPI","TOT","AGRWTH","A","1961",1.691007,
"FIN","CPI","TOT","AGRWTH","A","1962",4.383976,
"FIN","CPI","TOT","AGRWTH","A","1963",4.996379,
"FIN","CPI","TOT","AGRWTH","A","1964",10.27586,
"FIN","CPI","TOT","AGRWTH","A","1965",4.940588,
"FIN","CPI","TOT","AGRWTH","A","1966",3.873659,
"FIN","CPI","TOT","AGRWTH","A","1967",5.377779,
"FIN","CPI","TOT","AGRWTH","A","1968",9.191667,
"FIN","CPI","TOT","AGRWTH","A","1969",2.205602,
"FIN","CPI","TOT","AGRWTH","A","1970",2.740442,
"FIN","CPI","TOT","AGRWTH","A","1971",6.475761,
"FIN","CPI","TOT","AGRWTH","A","1972",6.662487,
"FIN","CPI","TOT","AGRWTH","A","1973",10.75448,
"FIN","CPI","TOT","AGRWTH","A","1974",16.93639,
"FIN","CPI","TOT","AGRWTH","A","1975",17.81139,
"FIN","CPI","TOT","AGRWTH","A","1976",14.3427,
"FIN","CPI","TOT","AGRWTH","A","1977",11.79335,
"FIN","CPI","TOT","AGRWTH","A","1978",7.79935,
"FIN","CPI","TOT","AGRWTH","A","1979",7.466955,
"FIN","CPI","TOT","AGRWTH","A","1980",11.59462,
"FIN","CPI","TOT","AGRWTH","A","1981",11.30575,
"FIN","CPI","TOT","AGRWTH","A","1982",9.58493,
"FIN","CPI","TOT","AGRWTH","A","1983",8.366291,
"FIN","CPI","TOT","AGRWTH","A","1984",7.067658,
"FIN","CPI","TOT","AGRWTH","A","1985",5.195623,
"FIN","CPI","TOT","AGRWTH","A","1986",2.933578,
"FIN","CPI","TOT","AGRWTH","A","1987",4.113027,
"FIN","CPI","TOT","AGRWTH","A","1988",5.085932,
"FIN","CPI","TOT","AGRWTH","A","1989",6.592911,
"FIN","CPI","TOT","AGRWTH","A","1990",6.149561,
"FIN","CPI","TOT","AGRWTH","A","1991",4.310215,
"FIN","CPI","TOT","AGRWTH","A","1992",2.919323,
"FIN","CPI","TOT","AGRWTH","A","1993",2.190654,
"FIN","CPI","TOT","AGRWTH","A","1994",1.088558,
"FIN","CPI","TOT","AGRWTH","A","1995",0.7912362,
"FIN","CPI","TOT","AGRWTH","A","1996",0.6291981,
"FIN","CPI","TOT","AGRWTH","A","1997",1.192557,
"FIN","CPI","TOT","AGRWTH","A","1998",1.399471,
"FIN","CPI","TOT","AGRWTH","A","1999",1.162237,
"FIN","CPI","TOT","AGRWTH","A","2000",3.042096,
"FIN","CPI","TOT","AGRWTH","A","2001",2.578441,
"FIN","CPI","TOT","AGRWTH","A","2002",1.571221,
"FIN","CPI","TOT","AGRWTH","A","2003",0.8774385,
"FIN","CPI","TOT","AGRWTH","A","2004",0.1871234,
"FIN","CPI","TOT","AGRWTH","A","2005",0.6238712,
"FIN","CPI","TOT","AGRWTH","A","2006",1.566667,
"FIN","CPI","TOT","AGRWTH","A","2007",2.510666,
"FIN","CPI","TOT","AGRWTH","A","2008",4.065952,
"FIN","CPI","TOT","AGRWTH","A","2009",-0.0000000000000122217,
"FIN","CPI","TOT","AGRWTH","A","2010",1.184135,
"FIN","CPI","TOT","AGRWTH","A","2011",3.416809,
"FIN","CPI","TOT","AGRWTH","A","2012",2.808332,
"FIN","CPI","TOT","AGRWTH","A","2013",1.478288,
"FIN","CPI","TOT","AGRWTH","A","2014",1.0412,
"FIN","CPI","TOT","AGRWTH","A","2015",-0.207932,
"FIN","CPI","TOT","AGRWTH","A","2016",0.3566845,
"FIN","CPI","TOT","AGRWTH","A","2017",0.754015,
"FIN","CPI","TOT","AGRWTH","A","2018",1.083821,
"FIN","CPI","TOT","AGRWTH","A","2019",1.024094,
"FIN","CPI","TOT","AGRWTH","A","2020",0.2905546,
"FRA","CPI","TOT","AGRWTH","A","1956",1.897315,
"FRA","CPI","TOT","AGRWTH","A","1957",3.057669,
"FRA","CPI","TOT","AGRWTH","A","1958",15.26053,
"FRA","CPI","TOT","AGRWTH","A","1959",5.815256,
"FRA","CPI","TOT","AGRWTH","A","1960",4.139938,
"FRA","CPI","TOT","AGRWTH","A","1961",2.400457,
"FRA","CPI","TOT","AGRWTH","A","1962",5.331275,
"FRA","CPI","TOT","AGRWTH","A","1963",4.999166,
"FRA","CPI","TOT","AGRWTH","A","1964",3.211191,
"FRA","CPI","TOT","AGRWTH","A","1965",2.703119,
"FRA","CPI","TOT","AGRWTH","A","1966",2.601979,
"FRA","CPI","TOT","AGRWTH","A","1967",2.791785,
"FRA","CPI","TOT","AGRWTH","A","1968",4.543192,
"FRA","CPI","TOT","AGRWTH","A","1969",6.045974,
"FRA","CPI","TOT","AGRWTH","A","1970",5.299646,
"FRA","CPI","TOT","AGRWTH","A","1971",5.397514,
"FRA","CPI","TOT","AGRWTH","A","1972",6.063004,
"FRA","CPI","TOT","AGRWTH","A","1973",7.380597,
"FRA","CPI","TOT","AGRWTH","A","1974",13.64932,
"FRA","CPI","TOT","AGRWTH","A","1975",11.68593,
"FRA","CPI","TOT","AGRWTH","A","1976",9.625493,
"FRA","CPI","TOT","AGRWTH","A","1977",9.494556,
"FRA","CPI","TOT","AGRWTH","A","1978",9.250559,
"FRA","CPI","TOT","AGRWTH","A","1979",10.64674,
"FRA","CPI","TOT","AGRWTH","A","1980",13.56258,
"FRA","CPI","TOT","AGRWTH","A","1981",13.3144,
"FRA","CPI","TOT","AGRWTH","A","1982",11.97848,
"FRA","CPI","TOT","AGRWTH","A","1983",9.459548,
"FRA","CPI","TOT","AGRWTH","A","1984",7.673803,
"FRA","CPI","TOT","AGRWTH","A","1985",5.831099,
"FRA","CPI","TOT","AGRWTH","A","1986",2.538527,
